,사업장,연도,광역지역,종사자규모,에너지원,에너지구분,표준산업코드,표준산업코드명,소비(배출)량
323,1B61E16030AA2FC994956DFC761184DADDCD9915,2015,제주,5인 ~ 9인,전력,전력,23991,아스콘 제조업,-
324,2565053F69C2087F1085D8C6A736626009A26601,2015,제주,5인 ~ 9인,경유,경유,22223,플라스틱 창호 제조업,-
325,753CFEE103E99E94EB6A57C2C6B8B79762B16F1B,2015,제주,5인 ~ 9인,프로판,프로판,10309,기타 과실·채소 가공 및 저장처리업,-
326,AB2D0CD19D80BE3EA22B1C40615626DF6442060C,2015,제주,50인 ~ 99인,경유,경유,10121,가금류 가공 및 저장 처리업,-
327,1263A4CAE47C7850E81A9BAFB76CB7D4614D7E84,2015,제주,5인 ~ 9인,전력,전력,11201,얼음 제조업,-
328,774BCE591BA89696875FF9357D13FB73A61146FF,2015,제주,5인 ~ 9인,경유,경유,28122,배전반 및 전기자동제어반 제조업,-
329,C1F45CD8B8EB5527E59C53EB0F420297F8E47522,2015,제주,5인 미만,전력,전력,33910,간판 및 광고물 제조업,-
330,7D75C26C44C82A036DF6F16AEA194C8B782C7E43,2015,제주,5인 미만,경유,경유,11119,기타 발효주 제조업,-
331,C6E5DF7389C96937ADAA3DA183CCAE6A7B190E6D,2015,제주,10인 ~ 19인,전력,전력,23911,건설용 석제품 제조업,-
332,8F498F0F6D992F62C0B95D50494DA3015A77E52D,2015,제주,5인 ~ 9인,전력,전력,22223,플라스틱 창호 제조업,-
333,3D193239484515A3A27AA59AEA1362687A559F04,2015,제주,10인 ~ 19인,전력,전력,10301,과실 및 채소 절임식품 제조업,-
334,B63CD2C549549B25FC40F245612589E3CAC400BB,2015,제주,10인 ~ 19인,전력,전력,10301,과실 및 채소 절임식품 제조업,-
335,4D81AE429959498ABD09B141F5D4028ED655F4FC,2015,제주,10인 ~ 19인,등유(구:실내등유),등유(구:실내등유),11209,기타 비알콜음료 제조업,-
336,6E732EC8B28396765946639DC02D5F7E9738E74F,2015,제주,20인 ~ 49인,경유,경유,10309,기타 과실·채소 가공 및 저장처리업,-
337,4804BACA7B704A802FE9FD2304062B5BEB6C9E52,2015,제주,10인 ~ 19인,전력,전력,10121,가금류 가공 및 저장 처리업,-
338,81E826835C9EF2CEA7E80D61FEED46E480DDFACF,2015,제주,20인 ~ 49인,경유,경유,10129,기타 육류 가공 및 저장처리업,-
339,F02AA9E1405623FA85C6458CE95310A3810BB1E0,2015,제주,5인 미만,도시가스(LPG),도시가스(LPG),33303,낚시 및 수렵용구 제조업,-
340,EEB7C1FDA10A68AA7754FA70E5BF71D5231E51F2,2015,제주,10인 ~ 19인,전력,전력,23322,레미콘 제조업,-
341,5B307BF62DB0A8A5417BF98910FD41A306438819,2015,제주,10인 ~ 19인,전력,전력,23211,가정용 및 장식용 도자기 제조업,-
342,282B8128287FA90FE6507952D97B48A970B2929C,2015,제주,10인 ~ 19인,B-C유(중질중유),B-C유(중질중유),10220,수산식물 가공 및 저장 처리업,-
343,29DC61F9A6C96233B71883A955DB1B7CB67A70E9,2015,제주,5인 미만,전력,전력,30201,차체 및 특장차 제조업,-
344,E9C224C0D5598E67546329661AA3803C7BC7FE40,2015,제주,20인 ~ 49인,경유,경유,23326,콘크리트관 및 기타 구조용 콘크리트제품 제조업,-
345,404BC3AA34EB053C42DC9F00CD074259E2FC1867,2015,제주,10인 ~ 19인,전력,전력,27192,정형외과용 및 신체보정용 기기 제조업,-
346,24E406EC674C71B09CA3F93372DF9E344F5C45A0,2015,제주,10인 ~ 19인,도시가스(LPG),도시가스(LPG),10800,동물용 사료 및 조제식품 제조업,-
347,0C8995855D1C7D37352D9132885FC766F3E36675,2015,제주,20인 ~ 49인,경유,경유,20209,기타 비료 및 질소화합물 제조업,-
348,632291767E07FF66C08636169287463262B5C6AF,2015,제주,20인 ~ 49인,등유(구:실내등유),등유(구:실내등유),20202,복합비료 제조업,-
349,E088B00657256591AD5F8C5958C750049E734DD6,2015,제주,10인 ~ 19인,전력,전력,22223,플라스틱 창호 제조업,-
350,A6BD44BD75C83A5179A95B6FF9F5515029189089,2015,제주,20인 ~ 49인,등유(구:실내등유),등유(구:실내등유),10794,두부 및 유사식품 제조업,-
351,F40C4E397D1235175ACC0D926E8D97BE1CE88502,2015,제주,5인 미만,프로판,프로판,28511,주방용 전기기기 제조업,-
352,E6F0F90929BC7DF8D6886775371E3083A06F45DB,2015,제주,5인 미만,전력,전력,29210,농업 및 임업용 기계 제조업,-
353,80D237FA1DC7B34B2D6B17F0B74FA925F1C6178D,2015,제주,10인 ~ 19인,경유,경유,23911,건설용 석제품 제조업,-
354,B41D3F66137B6A319A03CD5A65076EDD7CADEDBE,2015,제주,10인 ~ 19인,경유,경유,10800,동물용 사료 및 조제식품 제조업,-
355,2846DEEC4B6B437A5157AF013A27DC1681B0B45B,2015,제주,10인 ~ 19인,전력,전력,23326,콘크리트관 및 기타 구조용 콘크리트제품 제조업,-
356,8B18CC0217525A4BA9C7A58B186970AAF5FBC055,2015,제주,10인 ~ 19인,전력,전력,23325,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",-
357,1B61E16030AA2FC994956DFC761184DADDCD9915,2015,제주,5인 ~ 9인,경유,경유,23991,아스콘 제조업,-
358,E331D0759025EC636BE727BBB687F85CA04AB22E,2015,제주,5인 ~ 9인,전력,전력,20433,화장품 제조업,-
359,9CB38A3ACE98D19FD228AB3DA8476470EE0BAA6B,2015,제주,50인 ~ 99인,등유(구:실내등유),등유(구:실내등유),21210,완제 의약품 제조업,-
360,0EE9F56C0CE756F41953215C7314FB3C5507CBBE,2015,제주,5인 ~ 9인,경유,경유,10792,차류 가공업,-
361,F30EB1C8F86461F5F32B50EA1CA396D33FB53C28,2015,제주,10인 ~ 19인,경유,경유,10713,코코아 제품 및 과자류 제조업,-
362,C1FEF6D1D1FB612E45DA40B1E3EF20A7E0320CC8,2015,제주,5인 ~ 9인,전력,전력,32021,주방용 및 음식점용 목재가구 제조업,-
363,F02AA9E1405623FA85C6458CE95310A3810BB1E0,2015,제주,5인 미만,휘발유,휘발유,33303,낚시 및 수렵용구 제조업,-
364,6905926BAF8B9BCC7D1D5FCAB80F211C95377F3F,2015,제주,5인 미만,전력,전력,20201,"질소, 인산 및 칼리질 비료 제조업",-
365,B7191915635693198F6EF73FA42AA6BDEDE13133,2015,제주,20인 ~ 49인,전력,전력,22250,플라스틱 발포 성형제품 제조업,-
366,0AEC988455386BDA4523236B44DE6E590502063D,2015,제주,5인 미만,전력,전력,16221,목재문 및 관련제품 제조업,-
367,5FBA2EF76E51F764D44620463ECD53C2AAD53486,2015,제주,10인 ~ 19인,전력,전력,11209,기타 비알콜음료 제조업,-
368,94893D174D5EF8A26F4DEAC6F3ED9FA4C17C557E,2015,제주,5인 미만,경유,경유,10800,동물용 사료 및 조제식품 제조업,-
369,808CC831DE9C983AC17DF556D0D3094786D86577,2015,제주,5인 ~ 9인,전력,전력,23911,건설용 석제품 제조업,-
370,2AC9FFD746200B358A660BB98629B52EEDC280CF,2015,제주,5인 ~ 9인,경유,경유,25119,기타 구조용 금속제품 제조업,-
371,2449CD65F515727CD65C56A49029659D58941DEE,2015,제주,5인 미만,경유,경유,16101,일반 제재업,-
372,17198AF2C3BA88952865E7543E16EC4158B83575,2015,제주,10인 ~ 19인,프로판,프로판,10212,수산동물 건조 및 염장품 제조업,-
373,EDD5DDDA423C1A6827D68360A21A80EAC0460EB4,2015,제주,5인 미만,전력,전력,23211,가정용 및 장식용 도자기 제조업,-
374,0874AAAF68E36297EA98E3F98EF28ADCFAC6CB8C,2015,제주,5인 미만,전력,전력,23122,판유리 가공품 제조업,-
375,C45909B603EC42F1E005BF8080A09ECDE41FE5CD,2015,제주,5인 미만,전력,전력,11209,기타 비알콜음료 제조업,-
376,3CC6CFBC0D02BF749D3034E72070AF78DE129D54,2015,제주,5인 ~ 9인,전력,전력,28122,배전반 및 전기자동제어반 제조업,-
377,282B8128287FA90FE6507952D97B48A970B2929C,2015,제주,10인 ~ 19인,전력,전력,10220,수산식물 가공 및 저장 처리업,-
378,AA8DB89EE39B5C94918D79F9DB9D8822BB81CDBE,2015,제주,5인 미만,경유,경유,29210,농업 및 임업용 기계 제조업,-
379,3E3179D3BA8D5DE3EA29E438FDFDE6E4F79B7F95,2015,제주,20인 ~ 49인,전력,전력,33999,그외 기타 달리 분류되지 않은 제품 제조업,-
380,7ECB3BB4AFC619650B11B83F2BF37FF7E1E45192,2015,제주,10인 ~ 19인,경유,경유,23322,레미콘 제조업,-
381,1D2809B488E8692B563BA2B150140A6CCD1F0D37,2015,제주,10인 ~ 19인,경유,경유,07122,건설용 쇄석 생산업,-
382,1ACF137E1FC9502F5C7F2EA791A371BC4290F7D5,2015,제주,10인 ~ 19인,전력,전력,23122,판유리 가공품 제조업,-
383,7723C3DACA243EC3A0891831CB0A8CB59A22E0C9,2015,제주,10인 ~ 19인,전력,전력,10713,코코아 제품 및 과자류 제조업,-
384,2A8ED95E798C53BDA212A45F406030E61F88AF61,2015,제주,5인 ~ 9인,경유,경유,13922,어망 및 기타 끈가공품 제조업,-
385,48EAF78B1171753B74AF69BF82F4F650ADCD1083,2015,제주,5인 미만,프로판,프로판,25932,일반철물 제조업,-
386,56DAECC7FA2F0D94F3C0AB5EA5CC8B7A41406EFD,2015,제주,5인 미만,경유,경유,10612,곡물 제분업,-
387,E00BB821CFDBD5014D133BBB1C73816CAD1C8438,2015,제주,20인 ~ 49인,전력,전력,10129,기타 육류 가공 및 저장처리업,-
388,2B39CB0BEC0967E3FAED807CB6AE86429CA373FF,2015,제주,5인 미만,전력,전력,10301,과실 및 채소 절임식품 제조업,-
389,C577C980140C4CFFBCD44C543A40417490FF7351,2015,제주,10인 ~ 19인,전력,전력,10800,동물용 사료 및 조제식품 제조업,-
390,D6CA9E4611E6E278AD585D211848703F06B38A92,2015,제주,5인 미만,전력,전력,23122,판유리 가공품 제조업,-
391,3622189E48B84F35060266DC25B7458EC4E193D2,2015,제주,20인 ~ 49인,전력,전력,10713,코코아 제품 및 과자류 제조업,-
392,A2B037C2918C748807F34A90BC6444C9FE26DAF1,2015,제주,5인 ~ 9인,전력,전력,25111,"금속 문, 창, 셔터 및 관련제품 제조업",-
393,6BBEDA76153525B8F3102937298EB4BF7D951287,2015,제주,10인 ~ 19인,전력,전력,10798,도시락 및 식사용 조리식품 제조업,-
394,ADDA0326F616B2962D056708B4214458A9628907,2015,제주,5인 미만,전력,전력,23911,건설용 석제품 제조업,-
395,93E11E1B41783EFB50350481ABB95D22A4737464,2015,제주,20인 ~ 49인,전력,전력,10129,기타 육류 가공 및 저장처리업,-
396,2673CC453F63B7141C572A7E49E78C193E5A0E3D,2015,제주,5인 ~ 9인,전력,전력,32021,주방용 및 음식점용 목재가구 제조업,-
397,F6FC47500BB0D6EBCF78DF66AE524766F849E5F8,2015,제주,50인 ~ 99인,경유,경유,10713,코코아 제품 및 과자류 제조업,-
398,A3FBCE9F97A09445658A3B9BE172F46F85430065,2015,제주,5인 미만,경유,경유,23325,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",-
399,B4A0F62AB6320B5FBA451BAD322ED66866A25171,2015,제주,20인 ~ 49인,등유(구:실내등유),등유(구:실내등유),10730,"면류, 마카로니 및 유사식품 제조업",-
400,23982998C369F8B0E582A727E7ED598A8133A033,2015,제주,10인 ~ 19인,전력,전력,23911,건설용 석제품 제조업,-
401,F88B30D1D991908B1269DD19943E256BC48D0C36,2015,제주,5인 ~ 9인,전력,전력,18111,경 인쇄업,-
402,C48C486BB22C1E6965FF951472930DAD55A70FCB,2015,제주,5인 미만,전력,전력,15129,가방 및 기타 보호용 케이스 제조업,-
403,03F713CCF7778E0893FD630EE57E04A45366B652,2015,제주,20인 ~ 49인,경유,경유,17210,골판지 및 골판지상자 제조업,-
404,BF2F2CBF4CDB5268F2CE1A4165A9BA4756C19CDD,2015,제주,5인 ~ 9인,경유,경유,20209,기타 비료 및 질소화합물 제조업,-
405,E8B6E805D4BFB0B35B8801E12626ECA01D8EE960,2015,제주,5인 ~ 9인,도시가스(LNG),도시가스(LNG),28111,전동기 및 발전기 제조업,-
406,1EF120CBAEBD2F24AF44EE731B5E0CFC0DCDCE4A,2015,제주,5인 ~ 9인,전력,전력,25913,금속압형제품 제조업,-
407,3E1EE8C438B760D9ECA90DBA2790D44CD968787B,2015,제주,10인 ~ 19인,경유,경유,22223,플라스틱 창호 제조업,-
408,0E4E8E82E8147929C240EBAA0A58C91F8FC17F17,2015,제주,5인 미만,전력,전력,10129,기타 육류 가공 및 저장처리업,-
409,C3392B06E3A52DABD87ECBEAD91906B875F6E84E,2015,제주,10인 ~ 19인,전력,전력,18122,제책업,-
410,6007A09A55093D330FBE825A695866EB2B04338D,2015,제주,5인 ~ 9인,나프타(납사),나프타(납사),20433,화장품 제조업,-
411,B964D75F7332477197B6D04FB8E3036D94D50CA1,2015,제주,5인 ~ 9인,전력,전력,16101,일반 제재업,-
412,36154E17573227F05D31F6E6D042EFCD0B93D84F,2015,제주,10인 ~ 19인,전력,전력,10212,수산동물 건조 및 염장품 제조업,-
413,8468E0909BB6C516FF35F3BC8AD638E43A6FA603,2015,제주,5인 미만,전력,전력,28423,전시 및 광고용 조명장치 제조업,-
414,FA9DB77DF6F6D4470CFAA42CBEAEE3BE702D8655,2015,제주,10인 ~ 19인,전력,전력,10309,기타 과실·채소 가공 및 저장처리업,-
415,3330ACA5A25F2D124FA01D1E880C5D4485213180,2015,제주,20인 ~ 49인,등유(구:실내등유),등유(구:실내등유),10800,동물용 사료 및 조제식품 제조업,-
416,9827FEB5015272F1F7F784A285D5856D90A527A4,2015,제주,20인 ~ 49인,전력,전력,10220,수산식물 가공 및 저장 처리업,-
417,4797DD6C59B925508DBD2756BBE151F1A6AEB3CD,2015,제주,20인 ~ 49인,프로판,프로판,10792,차류 가공업,-
418,EA3B7DD642A1AED9885811C776A3D6B67946E619,2015,제주,5인 미만,도시가스(LPG),도시가스(LPG),10129,기타 육류 가공 및 저장처리업,-
419,20768DA56682F2A3CF1CC210DDFA5B1DF6AE29B7,2015,제주,10인 ~ 19인,프로판,프로판,28122,배전반 및 전기자동제어반 제조업,-
420,8D9EB25362C40B05B410D737F807E25ED4ED8CFB,2015,제주,10인 ~ 19인,경유,경유,23325,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",-
421,9270C9B345B87C8567DF944D60BA4DE36C63BBF8,2015,제주,5인 ~ 9인,전력,전력,32021,주방용 및 음식점용 목재가구 제조업,-
422,3ECCEB2F71F396070732212C71055DF24AABDFF0,2015,제주,5인 미만,경유,경유,20209,기타 비료 및 질소화합물 제조업,-
423,2E4771244FFEDF9A5314A3AEEB51098B38FDB2AD,2015,제주,5인 ~ 9인,경유,경유,10213,수산동물 냉동품 제조업,-
424,6EC1F13548497EBEF5A98A8B35A304CEBF890078,2015,제주,50인 ~ 99인,프로판,프로판,17901,문구용 종이제품 제조업,-
425,1583206F5D1E4B73808660E5DF08F727F77334C0,2015,제주,5인 미만,경유,경유,16212,강화 및 재생 목재 제조업,-
426,AA8DB89EE39B5C94918D79F9DB9D8822BB81CDBE,2015,제주,5인 미만,전력,전력,29210,농업 및 임업용 기계 제조업,-
427,33CC8F00D1B4B72E2C7D074C0C368F90E5314162,2015,제주,5인 미만,전력,전력,13409,"기타 섬유제품 염색, 정리 및 마무리 가공업",-
428,A465CCD10D49B1F23B92BAF1722CB160156BA2CB,2015,제주,5인 ~ 9인,전력,전력,25112,구조용 금속판제품 및 금속공작물 제조업,-
429,72DA7BD535FE81A0D9D3FE8C044E3C21E9094BDA,2015,제주,5인 ~ 9인,휘발유,휘발유,19229,기타 석유정제물 재처리업,-
430,9F2254BB96A201CBCD7CBF5A5199FF61DE581516,2015,제주,20인 ~ 49인,전력,전력,10129,기타 육류 가공 및 저장처리업,-
431,ED20AAFC630E091D445F35ECBAAB88F815025B54,2015,제주,20인 ~ 49인,경유,경유,10129,기타 육류 가공 및 저장처리업,-
432,CC39A7402000DD635CA783ED12C9CCC89DB96DA3,2015,제주,5인 미만,전력,전력,18111,경 인쇄업,-
433,8EB28CF0147F07836A4CF75021E42275EAF6E4A9,2015,제주,20인 ~ 49인,전력,전력,10129,기타 육류 가공 및 저장처리업,-
434,41F5E35712A658E8208F214DB79F5DAFFBAEAF45,2015,제주,20인 ~ 49인,전력,전력,10309,기타 과실·채소 가공 및 저장처리업,-
435,B7191915635693198F6EF73FA42AA6BDEDE13133,2015,제주,20인 ~ 49인,경유,경유,22250,플라스틱 발포 성형제품 제조업,-
436,294D90F71D269061AF1CC24AC6F21FE674E90969,2015,제주,10인 ~ 19인,경유,경유,22199,그외 기타 고무제품 제조업,-
437,D91AC092B78CA51C95874D8450A2E56A32E4B791,2015,제주,10인 ~ 19인,전력,전력,16103,"목재 보존, 방부처리, 도장 및 유사 처리업",-
438,BEC2ED15FEB98421FA659507A6AC59DAB9F213BA,2015,제주,5인 미만,전력,전력,13223,커튼 및 유사제품 제조업,-
439,791CD58634EEABDC2D52ED47F20E9C0840A43091,2015,제주,10인 ~ 19인,전력,전력,23325,"콘크리트 타일, 기와, 벽돌 및 블록 제조업",-
440,269499F5EDF07B4CDABC67F66290ABC32AC565B5,2015,제주,5인 ~ 9인,전력,전력,29242,광물처리 및 취급장비 제조업,-
441,A81D8E6AF99088661977C14AA9E58F91A7690B79,2015,제주,5인 ~ 9인,전력,전력,13229,기타 직물제품 제조업,-
442,D4C86D865959745DE6EDB4B0249ED5B60A55E444,2015,제주,5인 미만,전력,전력,23211,가정용 및 장식용 도자기 제조업,-
443,77E2C06EB33FF3D1F306C16D807EF20C44EF6D92,2015,제주,10인 ~ 19인,전력,전력,17902,위생용 종이제품 제조업,-
444,2BA00502476363AE6946FE0DFB006783A5544CA2,2015,제주,10인 ~ 19인,경유,경유,20112,천연수지 및 나무화학물질 제조업,-
445,2AC9FFD746200B358A660BB98629B52EEDC280CF,2015,제주,5인 ~ 9인,전력,전력,25119,기타 구조용 금속제품 제조업,-
446,8C1089C4009504BE265D35450931E6C43B28E980,2015,제주,10인 ~ 19인,전력,전력,07123,모래 및 자갈 채취업,-
447,345CADB09E435C310495B88811A8FAA757809916,2015,제주,50인 ~ 99인,전력,전력,26110,전자집적회로 제조업,-
448,AC539A75C168AF43EBE0F9E0CD6A3AA9B64BE59B,2015,제주,5인 미만,휘발유,휘발유,29210,농업 및 임업용 기계 제조업,-
449,3ECCEB2F71F396070732212C71055DF24AABDFF0,2015,제주,5인 미만,전력,전력,20209,기타 비료 및 질소화합물 제조업,-
450,774BCE591BA89696875FF9357D13FB73A61146FF,2015,제주,5인 ~ 9인,전력,전력,28122,배전반 및 전기자동제어반 제조업,-
451,3740C7C578F296F501ADE25A7127AD295447CBF8,2015,제주,5인 ~ 9인,경유,경유,28423,전시 및 광고용 조명장치 제조업,-
452,54A82A7C8F326C23DA625A1BEECD2459F3209238,2015,제주,20인 ~ 49인,전력,전력,10129,기타 육류 가공 및 저장처리업,-
453,F5227CCD8D96402FE6F389F7652A7CA9ED6A7C2F,2015,제주,10인 ~ 19인,프로판,프로판,23322,레미콘 제조업,-
454,6905926BAF8B9BCC7D1D5FCAB80F211C95377F3F,2015,제주,5인 미만,경유,경유,20201,"질소, 인산 및 칼리질 비료 제조업",-
455,76C14ACDB078E49B368A77917BBB5E3D6C8E8D3B,2015,제주,50인 ~ 99인,경유,경유,17902,위생용 종이제품 제조업,-
456,1919E964A4FC723DA0CDB9F7060D9AEF5F8D2351,2015,제주,10인 ~ 19인,전력,전력,23122,판유리 가공품 제조업,-
457,28F91EA5912965E9099F40198C624A164A5FE758,2015,제주,5인 미만,프로판,프로판,10309,기타 과실·채소 가공 및 저장처리업,-
458,EF3D5F47FD2ABD81800113397D4FB5E0351A49FE,2015,제주,20인 ~ 49인,전력,전력,25113,금속 조립구조재 제조업,-
459,4797DD6C59B925508DBD2756BBE151F1A6AEB3CD,2015,제주,20인 ~ 49인,경유,경유,10792,차류 가공업,-
460,A05FCE08C798C376DFF5F8264C444BE6A5EDD252,2015,제주,5인 미만,도시가스(LNG),도시가스(LNG),10129,기타 육류 가공 및 저장처리업,-
461,121C21440808FB05351A91FFED7D48E6031CCBF5,2015,제주,5인 ~ 9인,경유,경유,27192,정형외과용 및 신체보정용 기기 제조업,-
462,0E75BF336588D000441A94D278717F8B0A123AA0,2015,제주,10인 ~ 19인,경유,경유,22212,"플라스틱 필름, 시트 및 판 제조업",-
463,2B39CB0BEC0967E3FAED807CB6AE86429CA373FF,2015,제주,5인 미만,경유,경유,10301,과실 및 채소 절임식품 제조업,-
464,E00BB821CFDBD5014D133BBB1C73816CAD1C8438,2015,제주,20인 ~ 49인,경유,경유,10129,기타 육류 가공 및 저장처리업,-
465,151F0218DB226523FD14FAF59FC1F02B5C5FB565,2015,제주,5인 미만,전력,전력,21220,한의약품 제조업,-
466,1835B47ED40663FCFDFC9918D9D4E6066E80571F,2015,제주,5인 미만,전력,전력,11201,얼음 제조업,-
467,C577C980140C4CFFBCD44C543A40417490FF7351,2015,제주,10인 ~ 19인,등유(구:실내등유),등유(구:실내등유),10800,동물용 사료 및 조제식품 제조업,-
468,41F5E35712A658E8208F214DB79F5DAFFBAEAF45,2015,제주,20인 ~ 49인,경유,경유,10309,기타 과실·채소 가공 및 저장처리업,-
469,8FC0F8970E3823AB7D8B450FFAD5E9E7FD4AA17B,2015,제주,5인 미만,전력,전력,16101,일반 제재업,-
470,0EE9F56C0CE756F41953215C7314FB3C5507CBBE,2015,제주,5인 ~ 9인,전력,전력,10792,차류 가공업,-
471,3E28A8283924D6480EBC6150458CABF8F2265C45,2015,제주,10인 ~ 19인,전력,전력,10797,건강기능식품 제조업,-
472,3E1EE8C438B760D9ECA90DBA2790D44CD968787B,2015,제주,10인 ~ 19인,전력,전력,22223,플라스틱 창호 제조업,-
473,BF372EC5350BB3B63EC780F966189D40646A85E7,2015,제주,5인 ~ 9인,경유,경유,10212,수산동물 건조 및 염장품 제조업,-
474,EF65F821C1E6B38C4A2698AD12A9959AEC1B954E,2015,제주,5인 미만,경유,경유,11201,얼음 제조업,-
475,4E95E1E42365ACC72BCDFA867861EF36673859C1,2015,제주,5인 ~ 9인,전력,전력,30110,자동차용 엔진 제조업,-
476,51BDADF168B582626FEE99041FAC85A9246852E5,2015,제주,10인 ~ 19인,전력,전력,07122,건설용 쇄석 생산업,-
477,0DC52D504C1DC25BAEC0432379768D9222F7DEF0,2015,제주,20인 ~ 49인,전력,전력,10795,인삼식품 제조업,-
478,EDE85B507ED380C5D4361CC12119046ECA7108EE,2015,제주,20인 ~ 49인,경유,경유,10796,건강보조용 액화식품 제조업,-
479,9827FEB5015272F1F7F784A285D5856D90A527A4,2015,제주,20인 ~ 49인,등유(구:실내등유),등유(구:실내등유),10220,수산식물 가공 및 저장 처리업,-
480,83565B7B56C22885F8A2A0DF9F5492423862E8DD,2015,제주,5인 미만,전력,전력,25111,"금속 문, 창, 셔터 및 관련제품 제조업",-
481,EF746A04EF140FAE6B02415A131B234BF0763F14,2015,제주,5인 ~ 9인,프로판,프로판,10129,기타 육류 가공 및 저장처리업,-
